,indifferent,runs_from,running,climbing,eating,foraging,tail_twitches,nearbuilding,neargarden,neargrass,nearpedestrian,nearwater,nearwoods
992,1,0,0,0,0,1,0,False,False,False,False,True,True
993,0,1,1,0,0,0,0,False,False,True,False,False,False
994,0,0,0,1,0,0,0,True,False,False,False,False,False
995,1,0,0,0,1,1,1,True,False,False,False,False,False
996,1,0,1,0,0,0,0,False,False,False,False,True,True
997,0,0,1,0,0,1,0,False,False,True,False,False,False
998,0,0,0,0,0,0,1,False,False,True,False,False,True
999,1,0,1,0,0,0,0,False,False,False,False,False,True
1000,1,0,1,0,1,1,0,False,False,True,False,False,False
1001,0,0,0,1,0,0,0,False,False,True,False,False,False
1002,0,0,0,0,0,1,0,False,False,False,False,True,False
1003,1,0,1,0,1,0,0,False,False,True,False,False,False
1004,1,0,0,1,1,1,0,False,False,False,False,False,True
1005,1,0,0,1,0,1,0,False,False,True,False,False,True
1006,1,0,0,1,1,0,0,False,False,False,False,False,True
1007,1,0,0,0,1,1,1,False,False,False,False,True,True
1008,0,0,0,0,0,1,1,True,False,False,False,False,False
1009,1,0,0,0,1,0,0,False,False,False,False,True,False
1010,1,0,0,0,1,1,1,False,False,True,False,False,False
1011,1,0,0,0,0,1,0,False,False,True,False,False,False
1012,1,0,0,0,0,1,0,False,False,True,False,False,False
1013,1,0,1,1,0,0,0,False,False,False,False,True,True
1014,1,0,1,0,0,1,0,False,False,False,False,True,False
1015,1,0,0,0,0,1,0,False,False,False,False,False,True
1016,1,0,1,0,0,1,0,False,False,False,False,False,True
1017,0,0,0,0,1,1,0,False,False,False,True,False,False
1018,0,1,0,0,0,0,0,False,False,True,False,False,False
1019,0,0,0,0,0,1,0,False,True,False,False,False,False
1020,1,0,0,1,0,0,0,False,False,True,False,False,False
1021,0,1,1,1,0,0,0,False,False,False,False,False,True
1022,0,1,0,0,1,0,0,False,True,False,False,False,True
1023,1,0,0,0,0,0,0,False,False,False,False,False,True
1024,1,0,0,0,0,0,0,True,False,False,False,False,False
1025,0,1,0,0,0,1,0,False,False,True,False,False,False
1026,0,0,1,0,0,0,0,False,False,False,False,False,True
1027,0,0,1,1,0,0,0,False,True,True,False,False,False
1028,1,0,0,0,1,1,1,False,False,True,False,False,False
1029,1,0,0,1,0,0,0,False,True,False,False,False,False
1030,1,0,0,1,0,0,0,False,False,True,False,False,False
1031,1,0,1,0,0,1,0,False,False,False,False,False,True
1032,0,0,0,0,0,1,0,False,False,False,False,True,False
1033,1,0,1,0,0,0,0,False,False,False,False,False,True
1034,1,0,0,0,0,1,0,False,False,False,False,False,True
1035,0,0,0,0,0,0,0,False,False,False,False,True,False
1036,0,1,1,0,0,0,0,False,False,False,False,False,True
1037,0,1,1,1,1,0,0,False,False,False,False,False,True
1038,1,0,0,0,1,0,0,False,False,False,False,True,True
1039,1,0,1,0,1,1,0,False,False,False,False,False,True
1040,1,0,1,0,0,0,0,False,False,False,False,True,False
1041,0,0,0,0,1,0,0,False,False,False,False,False,True
1042,1,1,0,0,1,0,0,False,True,True,False,False,True
1043,0,1,0,1,1,1,0,False,False,True,False,False,False
1044,1,0,0,0,1,1,0,False,False,False,False,True,False
1045,1,0,0,0,0,1,0,False,True,True,False,False,False
1046,1,0,1,0,0,1,0,False,False,True,False,False,False
1047,0,0,0,0,0,1,0,False,False,False,False,False,True
1048,0,0,0,0,0,1,0,False,False,True,False,False,False
1049,1,0,0,0,0,1,0,False,False,False,False,False,True
1050,1,0,0,1,1,0,1,False,False,False,False,True,True
1051,0,0,0,1,0,0,0,False,False,True,False,False,False
1052,1,0,0,0,0,1,0,False,False,False,False,False,True
1053,0,0,1,0,0,0,0,False,False,False,False,True,True
1054,0,0,1,0,1,1,1,False,False,True,False,False,False
1055,0,0,0,0,0,0,1,False,True,False,False,False,False
1056,1,0,0,0,0,1,0,False,False,False,False,False,True
1057,1,0,0,0,0,1,1,False,False,False,False,False,True
1058,1,0,0,0,1,1,0,False,False,True,False,False,False
1059,0,1,0,1,0,0,0,False,False,True,False,False,False
1060,1,0,0,1,0,0,1,False,False,False,True,False,False
1061,0,0,0,0,0,0,0,True,False,False,False,False,False
1062,1,0,0,0,0,1,0,False,False,True,False,False,True
1063,0,1,0,1,0,0,0,False,False,False,False,False,True
1064,0,1,0,0,0,1,0,False,False,True,False,False,True
1065,1,0,0,0,0,1,0,False,False,False,False,True,True
1066,0,1,0,0,1,1,0,False,False,True,False,False,False
1067,1,0,0,0,0,1,0,False,True,False,False,False,False
1068,0,1,0,0,1,0,0,False,False,False,True,False,False
1069,1,0,0,0,0,1,1,False,False,True,False,False,True
1070,1,0,0,0,0,0,0,False,True,False,False,False,False
1071,1,0,0,0,0,1,0,False,False,False,False,False,True
1072,1,0,0,0,0,1,1,False,True,False,False,False,False
1073,1,0,0,1,0,0,1,False,False,True,False,False,False
1074,1,0,0,0,0,0,0,False,False,False,False,True,True
1075,0,0,1,0,0,0,0,False,False,True,False,False,False
1076,0,0,1,1,0,0,0,False,False,True,False,False,False
1077,0,1,0,0,0,0,1,False,False,True,False,False,False
1078,1,0,0,0,1,1,0,False,False,True,False,False,False
1079,0,0,0,1,0,1,0,False,False,True,False,False,False
1080,1,0,0,0,1,0,0,False,False,False,False,True,True
1081,0,1,0,0,0,1,0,False,False,False,False,True,False
1082,0,1,0,0,0,1,0,False,False,False,False,True,False
1083,1,0,0,0,0,1,0,False,True,True,False,False,False
1084,0,0,0,0,0,0,0,False,False,False,False,False,True
1085,1,0,0,0,1,0,0,False,False,True,False,False,False
1086,1,0,0,0,0,1,0,False,False,False,False,False,True
1087,1,0,0,1,1,0,0,False,False,False,True,False,False
1088,0,0,0,0,0,0,0,False,True,False,False,False,False
1089,1,0,0,0,0,1,0,False,False,False,False,False,True
1090,0,0,0,1,0,0,0,False,False,False,False,True,False
1091,1,0,0,0,0,1,1,False,False,False,False,True,False
1092,0,0,0,1,0,0,0,False,False,False,False,True,False
1093,1,0,0,1,0,1,0,False,False,False,True,True,False
1094,0,0,0,0,0,1,0,False,False,True,False,False,False
1095,0,1,0,1,0,0,0,False,False,True,False,False,False
1096,1,0,0,0,1,0,0,False,False,True,False,False,False
1097,0,0,0,0,0,0,0,False,False,True,False,False,False
1098,0,1,0,0,0,1,0,False,False,False,False,False,True
1099,0,0,0,0,1,1,0,False,False,False,False,True,True
1100,0,0,0,0,0,0,1,False,False,True,False,False,False
1101,1,0,0,0,0,1,0,False,False,False,False,True,True
1102,0,0,0,0,0,1,0,False,True,False,False,False,False
1103,1,0,1,0,0,0,0,False,True,True,False,False,True
1104,0,1,1,0,0,0,0,False,False,False,False,False,True
1105,1,0,0,0,0,1,0,False,False,False,False,False,True
1106,1,0,0,0,1,0,0,False,False,False,False,True,False
1107,0,0,0,0,0,0,0,False,False,False,False,False,True
1108,0,1,1,0,0,0,1,False,False,False,False,True,False
1109,1,0,0,0,1,1,1,False,False,True,False,False,False
1110,1,0,0,1,0,0,0,False,False,False,False,False,True
1111,0,0,0,1,0,0,0,False,False,False,False,False,True
1112,0,0,1,0,0,0,0,False,False,False,False,True,True
1113,0,0,1,0,0,0,0,False,False,True,False,False,False
1114,0,1,0,1,1,0,0,False,False,False,False,False,True
1115,0,0,0,0,0,1,0,False,False,False,False,True,True
1116,0,1,1,0,0,0,0,False,False,False,False,True,True
1117,1,0,1,0,0,0,1,False,True,False,False,False,False
1118,1,0,1,0,0,0,0,False,False,False,False,False,True
1119,0,1,0,0,0,1,1,False,False,True,False,False,False
1120,1,0,0,1,0,0,0,False,False,False,True,False,False
1121,1,0,0,0,0,1,0,False,False,True,False,False,False
1122,1,0,0,0,1,1,0,False,False,False,False,False,True
1123,1,0,0,0,0,1,0,False,False,False,False,False,True
1124,1,0,0,1,0,1,0,True,False,False,False,False,True
1125,1,0,1,0,0,0,0,False,False,False,False,False,True
1126,1,0,0,0,1,1,0,False,False,False,False,True,False
1127,0,1,1,0,0,0,0,False,False,False,False,False,True
1128,1,0,1,0,0,1,0,False,False,True,False,False,False
1129,1,0,1,0,0,1,0,False,False,False,False,True,False
1130,0,1,0,0,0,1,0,False,False,True,False,False,False
1131,1,0,0,1,0,0,0,False,False,False,False,True,True
1132,0,0,0,0,0,1,0,False,False,True,False,False,False
1133,0,1,1,1,0,0,0,False,False,False,False,False,True
1134,0,0,0,0,0,0,0,False,False,False,False,True,False
1135,0,0,0,0,0,0,0,False,False,False,False,False,True
1136,0,0,0,0,0,1,0,True,False,False,False,True,False
1137,0,0,0,1,0,0,0,False,True,False,False,False,False
1138,1,0,0,1,0,0,0,False,False,True,False,False,True
1139,1,0,0,0,1,1,0,False,False,False,False,False,True
1140,1,0,0,0,1,1,0,False,False,False,False,True,False
1141,1,0,0,0,0,1,0,False,False,False,False,False,True
1142,1,0,0,1,0,0,0,False,False,False,False,False,True
1143,1,0,0,0,0,1,0,False,False,False,False,True,True
1144,0,0,1,0,0,0,0,False,False,False,False,False,True
1145,1,0,0,0,1,1,0,False,False,False,False,False,True
1146,1,0,0,0,0,0,1,True,False,False,False,False,False
1147,0,1,0,1,0,0,0,False,False,True,False,False,False
1148,0,0,0,1,0,0,0,False,False,True,False,False,False
1149,0,1,1,0,0,0,0,False,False,True,False,False,False
1150,1,0,0,0,0,0,0,False,False,False,False,True,False
1151,0,0,0,0,0,1,0,False,False,True,False,False,False
1152,0,0,0,0,0,1,0,False,True,True,False,False,False
1153,1,0,1,0,0,1,1,False,False,False,False,False,True
1154,1,0,1,0,0,1,1,False,False,False,False,True,False
1155,1,0,0,0,1,0,0,False,False,True,False,False,False
1156,1,0,0,0,0,1,0,False,False,False,False,True,False
1157,0,0,0,0,1,0,0,False,False,True,True,False,False
1158,1,0,0,0,1,0,0,False,False,True,False,False,False
1159,0,1,1,0,0,0,0,False,False,False,False,True,True
1160,1,0,1,0,0,0,0,False,False,False,False,False,True
1161,1,0,0,0,1,1,1,False,False,False,False,False,True
1162,1,0,0,1,0,0,0,False,False,True,False,False,False
1163,1,0,0,0,0,1,1,False,False,False,False,False,True
1164,1,0,0,1,0,0,0,False,False,True,False,False,False
1165,0,1,0,0,1,1,1,False,False,True,False,False,False
1166,1,0,0,0,0,1,0,False,False,False,False,False,True
1167,1,0,0,0,0,1,0,False,False,True,False,False,False
1168,1,0,0,0,0,1,0,False,False,False,False,True,False
1169,1,0,1,1,0,0,0,False,False,False,False,True,False
1170,1,0,1,0,0,0,0,False,False,False,False,False,True
1171,1,1,0,0,0,1,0,False,False,False,False,False,True
1172,0,0,0,1,0,0,0,False,False,False,False,False,True
1173,1,0,1,1,0,0,1,False,False,False,False,False,True
1174,1,0,1,0,1,0,0,False,False,True,False,False,False
1175,0,1,0,0,0,1,0,False,False,False,False,True,True
1176,1,0,0,1,0,1,0,False,False,True,False,False,False
1177,0,0,0,1,0,0,0,False,False,False,False,True,False
1178,0,0,1,0,0,1,0,False,False,True,False,False,False
1179,0,0,0,0,0,0,0,False,False,False,False,True,True
1180,0,1,0,1,0,0,0,False,False,True,False,False,False
1181,0,0,0,0,1,1,0,False,True,False,False,True,False
1182,0,0,1,1,0,0,0,False,False,True,False,False,False
1183,0,0,0,1,1,0,0,False,False,True,False,False,False
1184,1,0,0,0,0,1,0,False,False,False,False,True,True
1185,1,0,0,0,0,0,1,False,False,True,False,False,False
1186,1,0,0,0,0,1,0,False,True,False,False,False,False
1187,0,0,0,0,1,0,0,False,False,False,False,False,True
1188,0,1,0,0,0,1,0,False,False,False,False,True,False
1189,1,0,0,0,0,1,0,False,False,True,False,False,False
1190,1,0,0,0,0,1,0,False,True,False,False,False,False
1191,0,0,0,1,0,1,0,False,False,False,False,True,False
1192,1,0,0,1,0,0,1,False,False,False,False,False,True
1193,0,0,0,0,0,1,0,False,False,True,False,False,True
1194,1,0,0,0,0,1,0,False,False,False,False,False,True
1195,1,0,0,0,0,1,0,False,False,False,False,False,True
1196,1,0,0,0,0,1,0,False,False,False,False,True,True
1197,1,0,0,0,0,1,0,True,False,True,True,False,False
1198,0,0,0,1,0,0,0,False,False,True,False,False,False
1199,0,0,1,0,0,0,1,False,False,False,False,True,False
1200,0,1,0,1,0,0,0,False,False,False,False,False,True
1201,1,0,0,0,0,1,0,False,True,False,False,False,False
1202,0,0,0,0,0,1,0,False,False,False,False,True,False
1203,0,0,0,1,0,1,1,False,False,True,False,False,False
1204,1,0,0,0,0,1,0,False,False,False,False,False,True
1205,0,1,0,0,1,1,1,False,False,True,False,False,False
1206,1,0,1,0,0,0,0,True,False,False,False,False,False
1207,0,0,1,1,0,0,0,False,False,True,False,False,False
1208,1,0,0,0,0,1,0,False,False,False,False,False,True
1209,1,0,0,0,0,0,0,False,False,False,True,False,False
1210,1,0,0,0,1,1,0,False,False,False,False,True,False
1211,0,0,0,0,0,1,0,False,True,True,False,False,False
1212,1,0,0,0,1,1,0,False,False,False,False,False,True
1213,0,1,0,0,0,0,0,False,False,True,False,False,False
1214,0,0,1,0,0,0,0,False,False,False,False,True,True
1215,1,0,0,1,0,0,0,False,False,False,False,True,False
1216,0,1,0,0,0,1,0,False,False,False,True,False,False
1217,0,0,0,0,0,1,0,False,False,True,False,False,False
1218,1,0,1,0,0,1,0,False,False,True,False,False,True
1219,1,0,0,0,0,0,0,False,False,False,False,True,True
1220,0,1,1,0,0,0,0,False,False,False,False,False,True
1221,1,0,0,0,1,0,0,False,False,True,False,False,False
1222,1,0,0,0,1,0,0,False,False,False,False,True,True
1223,0,0,0,0,0,0,0,False,False,False,False,True,False
1224,1,0,0,1,0,1,0,False,False,False,False,True,True
1225,1,0,1,1,0,0,0,False,False,True,False,False,True
1226,0,1,0,0,0,1,0,False,False,False,False,True,False
1227,1,0,0,0,0,1,0,True,False,False,False,False,False
1228,0,0,0,1,0,0,0,False,False,False,False,False,True
1229,1,0,0,0,0,1,0,False,False,False,False,False,True
1230,1,0,0,0,0,1,0,False,False,False,False,False,True
1231,0,0,1,0,0,1,0,False,False,True,False,False,False
1232,1,0,0,1,0,0,0,False,False,False,False,False,True
1233,0,0,0,0,0,0,0,False,False,True,False,False,True
1234,0,1,0,0,0,0,1,False,True,True,False,False,True
1235,0,0,0,0,0,1,0,False,False,False,False,True,False
1236,0,1,0,1,1,1,0,False,False,True,False,False,False
1237,1,0,1,0,0,0,1,False,False,False,False,False,True
1238,1,0,0,0,0,1,0,False,True,False,False,False,False
1239,1,0,0,0,1,0,0,False,False,True,False,False,False
1240,0,1,1,0,0,0,0,False,False,False,False,False,True
1241,1,0,0,0,0,1,0,False,False,False,False,True,True
1242,0,1,0,0,0,1,0,False,False,True,False,False,False
1243,1,0,0,0,0,1,1,False,False,False,False,False,True
1244,0,1,1,0,0,0,0,False,False,False,False,False,True
1245,0,0,1,0,0,0,0,False,False,True,False,False,False
1246,1,0,0,0,0,1,0,False,False,False,False,True,True
1247,1,0,1,0,0,0,0,False,False,True,False,False,False
1248,0,0,1,0,0,0,0,False,False,True,False,False,False
1249,1,0,0,0,0,1,0,False,False,True,False,False,False
1250,1,1,0,0,0,1,0,False,False,True,False,False,False
1251,1,0,1,1,1,1,0,False,False,True,False,False,False
1252,1,0,0,0,1,0,0,False,False,False,False,True,False
1253,1,0,0,0,1,1,0,False,False,False,False,False,True
1254,1,0,0,1,1,1,0,False,False,False,False,False,True
1255,0,0,0,0,1,1,1,False,False,True,False,False,False
1256,1,0,0,0,1,1,0,True,False,False,False,False,True
1257,1,0,0,0,0,1,0,False,False,True,False,False,False
1258,0,0,0,0,1,1,0,False,False,False,False,False,True
1259,1,0,0,0,1,0,0,False,False,False,False,True,True
1260,1,0,0,0,0,1,0,False,False,False,False,False,True
1261,0,0,0,0,0,1,0,False,False,True,False,False,False
1262,0,1,0,1,0,1,0,False,False,True,False,False,True
1263,0,0,0,0,0,1,1,False,True,True,False,False,False
1264,1,0,0,0,1,0,0,False,False,False,False,True,False
1265,1,0,0,1,0,1,1,False,False,True,False,False,False
1266,0,1,0,0,0,0,1,True,False,False,False,False,False
1267,1,0,0,0,1,1,0,False,False,False,False,False,True
1268,0,1,0,0,0,0,0,False,False,True,False,False,False
1269,0,0,0,1,0,1,0,False,False,True,False,False,False
1270,1,0,0,0,0,1,0,False,False,True,False,False,False
1271,0,0,1,0,0,1,0,False,False,True,False,False,False
1272,0,0,0,0,0,1,0,False,True,True,False,False,False
1273,0,0,0,0,0,0,0,False,False,True,False,False,False
1274,1,0,0,0,1,0,1,False,False,False,False,False,True
1275,0,1,1,0,0,1,0,False,True,False,False,False,False
1276,1,0,1,0,0,1,0,False,False,False,False,False,True
1277,0,0,0,0,0,1,1,False,False,True,False,False,False
1278,1,0,1,1,0,1,1,False,False,True,False,False,False
1279,0,1,0,0,0,1,0,False,False,True,False,False,False
1280,1,0,1,0,0,0,0,False,False,False,False,True,True
1281,0,0,0,0,0,1,0,False,False,False,False,True,False
1282,0,1,1,0,0,0,0,False,False,False,False,True,False
1283,1,0,1,0,1,1,0,True,False,False,False,False,False
1284,0,1,1,0,0,0,0,False,False,False,False,False,True
1285,0,1,0,0,0,1,0,False,False,False,False,False,True
1286,0,0,1,0,0,0,0,False,False,True,False,False,False
1287,1,0,0,1,0,0,1,False,False,False,False,False,True
1288,0,0,1,0,0,0,0,False,False,False,False,False,True
1289,1,0,0,1,1,1,0,False,True,True,False,False,False
1290,0,1,1,0,0,1,1,False,False,True,False,False,False
1291,1,0,1,0,0,1,0,False,False,True,False,False,False
1292,1,0,0,0,0,1,0,False,False,False,False,False,True
1293,0,1,0,1,0,1,0,False,False,False,False,False,True
1294,0,1,0,0,0,0,0,False,False,False,False,False,True
1295,0,1,0,0,1,1,0,False,False,True,False,False,True
1296,1,0,0,0,1,1,0,False,False,False,False,True,False
1297,1,0,0,0,0,1,0,False,False,False,False,True,True
1298,1,0,0,0,0,1,0,False,False,False,False,False,True
1299,1,0,0,1,1,1,0,False,False,False,False,True,False
1300,0,0,0,0,1,0,0,False,False,True,False,False,False
1301,1,0,0,0,1,0,0,False,False,True,False,False,False
1302,1,0,0,0,0,1,0,False,False,True,False,False,False
1303,0,1,1,0,0,0,0,False,False,False,False,False,True
1304,1,0,0,1,1,0,0,False,False,False,False,False,True
1305,0,0,1,0,0,0,0,False,False,False,False,False,True
1306,0,0,0,1,0,0,0,False,False,False,False,True,True
1307,0,1,0,0,1,0,1,False,False,True,False,False,False
1308,1,0,0,0,0,1,1,False,False,False,False,True,True
1309,1,0,0,0,1,1,1,False,False,False,False,False,True
1310,1,0,0,0,1,0,0,False,False,False,False,True,True
1311,0,0,1,0,1,0,1,False,False,False,False,True,False
1312,0,1,0,1,0,0,0,False,False,True,False,False,False
1313,0,0,0,0,0,1,0,False,False,True,False,False,False
1314,1,0,0,0,1,0,0,False,False,True,False,False,False
1315,0,1,1,0,0,0,0,False,False,False,False,False,True
1316,1,0,1,1,0,1,0,False,False,False,False,True,False
1317,1,0,1,0,0,0,1,False,False,False,False,False,True
1318,0,0,1,0,0,0,0,False,False,True,False,False,False
1319,0,1,0,0,1,0,0,False,False,True,False,False,True
1320,0,1,1,0,0,0,0,False,False,True,False,False,False
1321,1,0,0,0,1,0,1,True,False,False,False,False,False
1322,1,0,0,0,1,1,1,False,False,True,False,False,False
1323,1,0,0,1,1,1,0,True,False,False,False,False,False
1324,1,0,1,0,0,0,0,False,False,False,False,False,True
1325,0,1,0,0,1,0,1,False,False,False,False,True,False
1326,1,0,0,0,0,1,0,False,False,False,False,True,False
1327,1,0,0,1,0,0,0,False,False,False,False,False,True
1328,0,1,0,0,0,1,0,False,False,False,False,True,False
1329,0,0,1,0,0,0,0,False,False,True,False,False,False
1330,0,0,0,0,0,0,0,False,False,False,False,True,True
1331,1,0,0,0,0,1,0,False,False,False,False,True,False
1332,0,1,0,0,0,1,0,False,False,True,False,False,True
1333,0,1,1,0,0,1,0,False,False,False,False,False,True
1334,1,0,0,0,0,1,1,False,False,False,False,True,False
1335,0,1,1,1,0,1,1,False,False,False,False,False,True
1336,0,0,0,1,0,0,0,False,False,False,False,False,True
1337,1,0,1,0,0,0,0,False,False,False,False,True,False
1338,1,0,1,0,0,0,1,False,False,False,False,False,True
1339,1,0,0,1,0,0,0,False,False,True,False,False,False
1340,0,0,0,0,0,1,0,False,False,True,False,False,False
1341,0,0,0,1,0,0,0,False,False,True,False,False,False
1342,0,0,0,0,1,1,0,False,True,True,False,False,False
1343,0,0,0,0,1,0,0,False,False,False,True,False,False
1344,1,0,0,1,0,0,1,False,False,True,False,False,False
1345,0,0,0,1,0,0,0,False,False,True,False,False,False
1346,0,1,1,0,1,0,0,False,False,True,False,False,True
1347,1,0,0,0,0,0,0,False,False,True,False,False,False
1348,1,0,1,0,0,0,0,False,False,True,False,False,False
1349,1,0,0,0,1,1,0,False,False,False,False,True,True
1350,1,0,0,0,1,0,0,False,True,False,False,False,False
1351,0,1,1,0,0,0,1,False,False,True,False,False,True
1352,0,1,1,0,0,0,0,False,False,False,False,True,True
1353,0,0,0,0,0,1,1,False,False,True,False,False,False
1354,0,1,0,0,1,0,1,False,True,False,False,False,False
1355,0,1,1,0,0,1,0,False,False,True,False,False,False
1356,1,0,0,0,1,1,0,False,False,False,False,False,True
1357,0,1,1,0,0,0,0,False,False,False,False,False,True
1358,0,0,0,0,0,1,0,False,False,True,False,False,False
1359,1,0,0,0,0,1,0,False,False,False,False,True,False
1360,0,0,0,0,0,1,0,False,False,False,False,False,True
1361,1,0,0,0,0,1,0,False,False,False,False,False,True
1362,1,0,1,0,0,1,0,False,False,False,False,True,True
1363,1,0,0,0,1,1,0,False,False,False,False,False,True
1364,0,0,0,1,0,0,0,False,False,False,False,False,True
1365,1,0,1,0,0,0,0,False,False,False,False,True,True
1366,1,0,1,0,1,0,0,False,False,False,False,True,False
1367,1,0,0,0,0,0,0,False,False,True,False,False,False
1368,1,0,0,0,0,1,1,False,False,True,False,False,False
1369,1,0,0,0,1,0,0,False,False,False,False,True,False
1370,1,0,0,0,0,1,0,False,False,True,False,True,False
1371,1,0,0,0,0,1,0,False,False,True,False,False,True
1372,0,0,0,1,0,0,0,False,False,False,False,False,True
1373,1,0,0,0,0,1,0,False,False,False,False,True,False
1374,0,0,0,0,0,1,0,False,False,True,False,False,False
1375,0,0,1,0,0,0,0,True,False,False,False,False,False
1376,1,0,0,0,1,1,1,False,False,False,True,False,False
1377,0,0,1,0,0,1,0,False,False,False,True,False,True
1378,0,1,1,0,0,0,0,False,False,True,False,False,True
1379,1,0,1,0,1,0,1,False,False,False,False,True,False
1380,0,0,0,0,0,0,0,False,False,False,False,False,True
1381,0,1,0,0,0,1,1,False,False,False,True,False,False
1382,1,0,0,0,0,1,0,False,True,False,False,False,False
1383,0,0,0,0,0,1,0,False,False,False,False,False,True
1384,0,0,0,0,0,0,0,False,False,True,False,False,False
1385,0,1,0,1,0,0,0,False,False,False,False,True,True
1386,1,0,0,0,0,1,0,False,False,False,False,True,False
1387,0,1,0,0,1,0,0,False,False,False,False,False,True
1388,0,0,0,0,0,0,0,False,False,False,False,True,False
1389,0,0,1,0,0,0,0,False,False,False,False,False,True
1390,0,1,0,0,0,0,0,False,False,False,False,False,True
1391,1,0,0,0,0,1,1,False,False,False,False,True,False
1392,0,1,0,1,1,1,0,False,False,False,True,True,False
1393,1,0,0,0,1,0,0,False,True,True,False,False,False
1394,1,0,0,1,0,0,0,False,False,True,False,False,False
1395,1,0,0,0,0,1,0,False,False,False,False,False,True
1396,1,0,0,0,0,1,0,False,False,False,False,True,False
1397,1,0,0,1,0,0,0,False,False,False,False,False,True
1398,1,0,0,1,0,0,0,False,True,False,False,False,False
1399,1,0,0,0,0,1,1,False,True,True,False,False,False
1400,1,0,0,0,0,1,0,False,False,True,False,False,False
1401,0,1,1,0,0,0,0,False,False,False,False,False,True
1402,0,1,0,1,1,1,0,False,False,False,False,False,True
1403,1,0,0,0,0,1,1,False,False,False,False,False,True
1404,1,0,0,1,0,0,0,False,False,False,False,True,False
1405,0,0,0,0,1,0,1,False,False,False,False,True,False
1406,0,1,1,0,0,1,0,False,False,False,False,True,False
1407,0,1,0,0,0,0,0,False,False,False,False,False,True
1408,0,0,0,1,0,0,0,False,False,False,True,False,False
1409,1,0,0,0,1,0,0,False,False,False,False,True,True
1410,0,0,0,1,1,0,0,False,False,False,False,True,False
1411,0,1,0,0,0,1,0,False,False,False,False,False,True
1412,1,0,0,0,1,0,0,False,False,True,False,False,False
1413,1,0,0,0,0,0,0,False,False,True,False,False,False
1414,0,0,0,0,0,0,1,False,False,False,True,False,False
1415,0,0,0,0,0,1,0,False,False,True,False,False,False
1416,0,0,0,0,0,0,0,False,False,False,False,False,True
1417,1,0,0,1,0,0,1,False,False,False,True,False,False
1418,0,0,0,0,1,1,0,False,False,True,False,False,False
1419,0,0,0,0,0,0,0,False,False,False,False,True,False
1420,0,0,0,0,0,1,0,False,False,True,False,False,False
1421,0,0,0,0,0,1,0,False,False,True,False,False,False
1422,1,0,0,1,0,0,0,False,False,True,False,False,True
1423,0,1,0,0,0,1,0,False,False,True,False,False,False
1424,0,1,0,1,0,0,1,False,False,True,False,False,True
1425,1,0,1,0,0,0,0,False,False,False,False,False,True
1426,1,0,1,0,0,0,0,False,False,False,False,True,True
1427,1,0,1,0,0,0,0,False,False,False,True,False,False
1428,0,0,0,0,0,1,0,False,False,False,False,True,True
1429,1,0,0,0,0,1,0,False,False,True,False,False,False
1430,0,1,1,0,0,0,0,False,False,False,False,False,True
1431,0,0,0,0,0,1,0,False,False,True,False,False,False
1432,1,0,0,0,0,1,0,False,False,True,False,False,False
1433,1,0,0,0,0,0,0,False,False,True,False,False,False
1434,0,1,1,0,0,0,0,False,False,False,False,False,True
1435,0,1,1,1,1,1,0,False,False,True,False,False,False
1436,1,1,1,0,1,1,0,False,False,True,False,False,True
1437,0,0,0,0,1,1,0,False,False,True,False,False,False
1438,1,0,0,0,1,1,1,False,False,True,False,False,False
1439,0,0,0,0,0,1,0,False,False,False,False,False,True
1440,0,1,0,1,0,0,0,False,False,False,False,True,True
1441,1,0,1,1,0,0,0,False,False,False,False,True,False
1442,0,1,0,0,0,1,0,False,False,False,False,False,True
1443,1,0,0,1,1,0,0,False,False,False,False,False,True
1444,0,0,0,1,0,0,0,False,False,False,False,False,True
1445,0,0,0,1,0,0,0,False,False,False,False,False,True
1446,0,0,1,1,0,0,0,False,False,True,False,False,False
1447,0,1,0,0,1,1,0,False,False,False,False,True,False
1448,1,0,0,0,0,1,0,False,False,False,False,False,True
1449,0,1,0,1,0,0,1,False,False,True,False,False,False
1450,0,0,0,1,0,0,0,False,False,True,False,False,False
1451,1,0,0,0,1,1,0,False,False,True,False,False,False
1452,0,0,0,0,0,1,0,False,False,True,False,False,False
1453,0,1,1,0,0,0,1,False,False,False,False,False,True
1454,0,0,0,1,1,0,0,False,False,False,False,False,True
1455,0,0,1,0,0,0,0,False,False,True,False,False,False
1456,1,0,1,0,0,0,0,False,False,False,False,True,False
1457,1,0,0,0,0,1,0,False,False,False,False,True,False
1458,0,1,0,1,1,0,0,False,False,True,False,False,False
1459,0,0,0,0,0,1,0,False,True,True,False,False,False
1460,0,1,0,0,0,1,1,False,False,False,False,False,True
1461,0,1,1,0,0,0,0,False,False,True,False,False,False
1462,1,0,0,1,1,1,0,True,False,False,False,False,False
1463,0,1,0,0,1,0,1,False,False,True,False,False,False
1464,1,0,0,1,0,0,0,False,False,False,False,True,True
1465,0,0,0,0,1,0,0,False,False,True,False,False,False
1466,1,0,0,0,0,1,0,True,False,False,False,False,True
1467,1,0,0,0,1,0,0,True,False,False,False,False,True
1468,0,0,0,1,0,0,0,False,False,True,False,False,False
1469,1,0,0,0,0,0,0,False,False,True,False,False,False
1470,1,0,0,0,0,0,0,False,False,False,False,True,True
1471,1,0,0,0,1,0,0,False,False,False,True,False,False
